//Golden Spike Saved Game: assets\data\saved1.dat
//****************************************************
//miscellaneous game variables
******************************
back_color, 0, 0, 0
landscape, 2
world, 0, 0, 24000, 24000
position, 0, 3305
start, 0, 2299
end, 23560, 18791
scale, 0.125
time, 1763

//track data
track, 21, 0, 2294
track, 21, 62, 2294
track, 21, 124, 2294
track, 21, 186, 2294
track, 21, 248, 2294
track, 21, 310, 2294
track, 21, 23560, 18786
track, 21, 23622, 18786
track, 21, 23684, 18786
track, 21, 23746, 18786
track, 21, 23808, 18786
track, 21, 23870, 18786
track, 21, 23932, 18786
track, 21, 23994, 18786
track, 21, 0, 2294
track, 21, 62, 2294
track, 21, 124, 2294
track, 21, 186, 2294
track, 21, 248, 2294
track, 21, 310, 2294
track, 21, 23622, 18786
track, 21, 23684, 18786
track, 21, 23746, 18786
track, 21, 23808, 18786
track, 21, 23870, 18786
track, 21, 23932, 18786
track, 21, 23994, 18786
track, 21, 0, 2294
track, 21, 62, 2294
track, 21, 124, 2294
track, 21, 186, 2294
track, 21, 248, 2294
track, 21, 310, 2294
track, 21, 23622, 18786
track, 21, 23684, 18786
track, 21, 23746, 18786
track, 21, 23808, 18786
track, 21, 23870, 18786
track, 21, 23932, 18786
track, 21, 23994, 18786
track, 21, 0, 2294
track, 21, 62, 2294
track, 21, 124, 2294
track, 21, 186, 2294
track, 21, 248, 2294
track, 21, 310, 2294
track, 21, 23622, 18786
track, 21, 23684, 18786
track, 21, 23746, 18786
track, 21, 23808, 18786
track, 21, 23870, 18786
track, 21, 23932, 18786
track, 21, 23994, 18786
track, 21, 372, 2294
track, 21, 434, 2294
track, 21, 496, 2294
track, 21, 558, 2294
track, 21, 620, 2294
track, 21, 682, 2294
track, 21, 744, 2294
track, 21, 806, 2294
track, 21, 868, 2294
track, 21, 930, 2294
track, 21, 992, 2294
track, 21, 1054, 2294
track, 21, 1116, 2294
track, 21, 1178, 2294
track, 21, 1240, 2294
track, 21, 1302, 2294
track, 21, 1364, 2294
track, 21, 1426, 2294
track, 21, 1488, 2294
track, 21, 1550, 2294
track, 21, 1612, 2294
track, 21, 1674, 2294
track, 21, 1736, 2294
track, 21, 1798, 2294
track, 21, 1860, 2294
track, 21, 1922, 2294
track, 21, 1984, 2294
track, 21, 2046, 2294
track, 21, 2108, 2294
track, 21, 2170, 2294
track, 21, 2232, 2294
track, 21, 2294, 2294
track, 21, 2356, 2294
track, 21, 2418, 2294
track, 21, 2480, 2294
track, 21, 2542, 2294
track, 21, 2604, 2294
track, 21, 2666, 2294
track, 21, 2728, 2294
track, 21, 2790, 2294
track, 18, 2852, 2294
track, 22, 3038, 2542
track, 22, 3038, 2604
track, 22, 3038, 2666
track, 22, 3038, 2728
track, 22, 3038, 2790
track, 22, 3038, 2852
track, 22, 3038, 2914
track, 22, 3038, 2976
track, 22, 3038, 3038
track, 22, 3038, 3100
track, 22, 3038, 3162
track, 22, 3038, 3224
track, 22, 3038, 3286
track, 22, 3038, 3348
track, 22, 3038, 3410
track, 22, 3038, 3472
track, 22, 3038, 3534
track, 22, 3038, 3596
track, 22, 3038, 3658
track, 22, 3038, 3720
track, 22, 3038, 3782
track, 22, 3038, 3844
track, 22, 3038, 3906
track, 22, 3038, 3968
track, 22, 3038, 4030
track, 22, 3038, 4092
track, 22, 3038, 4154
track, 22, 3038, 4216
