texture, 0, landscape.png, landscape textures
texture, 1, water1.png, water 1
texture, 2, parchment.png, parchment map
texture, 3, news2.png, notice
texture, 4, clouds.png, clouds
texture, 5, hills.png, hills
texture, 7, profiles.png, profiles
texture, 8, interfacenew.png, GUI
texture, 9, tracks.png, tracks - straight pieces
texture, 11, tracks2.png, tracks - curves
texture, 12, water2.png, water 2
texture, 14, menu.png, menu choices
texture, 15, menu2.png, background
texture, 16, help1.png, help1
texture, 17, help3.png, help3
texture, 18, help4.png, help4
texture, 19, help5.png, help5


//terrain
//sprite, 0, 1, 0, 0, 1024, 1024, 1, 0, 255, 1, 1, 0, green field 1024x1024
sprite, 1, 0, 0, 0, 256, 256, 1, 0, 255, 1, 1, 0, dirt256x256
sprite, 2, 0, 256, 0, 256, 256, 1, 0, 255, 1, 1, 0, grass256x256

//clouds
sprite, 3, 4, 7, 7, 210, 259, 1, 0, 255, 1, 1,  0, cloud
sprite, 4, 4, 281, 3, 289, 337, 1, 0, 255, 1, 1,  0, cloud
sprite, 5, 4, 617, 35, 329, 241, 1, 0, 255, 1, 1,  0, cloud
sprite, 6, 4, 13, 368, 450, 349, 1, 0, 255, 1, 1,  0, cloud


//hills, trees
sprite, 30, 5, 0, 0, 496, 496, 1, 0, 255, 1, 1, 0, hill
sprite, 31, 5, 499, 0, 496, 496, 1, 0, 255, 1, 1, 0, hill
sprite, 32, 5, 0, 499, 496, 496, 1, 0, 255, 1, 1, 0, hill
sprite, 33, 5, 499, 499, 496, 496, 1, 0, 255, 1, 1, 0, hill

//misc
//sprite, 10, 3, 0, 0, 1024, 768, 1, 0, 255, 1, 1, 0, effects
//sprite, 11, 10, 341, 81, 376, 376, 1, 0, 255, 1, 1, 0, effects sm circle

//game play gui

sprite, 36, 8, 7, 670, 498, 92, 1, 0, 255, 1, 1, 0, 6 profile icons
sprite, 37, 8, 470, 550, 100, 50, 1, 0, 255, 1, 1, 0, map off
sprite, 38, 8, 470, 603, 100, 50, 1, 0, 255, 1, 1, 0, map on
sprite, 39, 8, 5, 185, 457, 258, 1, 0, 255, 1, 1, 0, large map
sprite, 40, 8, 6, 130, 665, 52, 1, 0, 255, 1, 1, 0, gray texture
sprite, 7, 8, 468, 328, 63, 72, 1, 0, 255, 1, 1, 0, save icon
sprite, 8, 8, 537, 328, 63, 71, 1, 0, 255, 1, 1, 0, undo icon 
sprite, 9, 8, 674, 362, 7, 7, 1, 0, 255, 1, 1, 0, map red dot
sprite, 12, 8, 682, 362, 7, 7, 1, 0, 255, 1, 1, 0, map green dot
sprite, 13, 8, 469, 420, 297, 111, 1, 0, 255, 1, 1, 0, paused


sprite, 42, 8, 235, 98, 84, 59, 1, 0, 255, 1, 1, 0, small map
sprite, 43, 8, 466, 186, 190, 136, 1, 0, 255, 1, 1, 0, calendar
sprite, 44, 8, 9, 447, 113, 156, 1, 0, 255, 1, 1, 0, watch
sprite, 45, 8, 131, 452, 62, 62, 1, 0, 255, 1, 1, 0, watch dial
sprite, 46, 8, 666, 362, 7, 7, 1, 0, 255, 1, 1, 0, map dot blue
sprite, 47, 8, 144, 520, 35, 63, 1, 0, 255, 1, 1, 0, lantern off
sprite, 48, 8, 179, 520, 35, 63, 1, 0, 255, 1, 1, 0, lantern on
sprite, 49, 8, 613, 329, 21, 16, 1, 0, 255, 1, 1, 0, calendar mark

//profiles and tracks
sprite, 17, 7, 6, 7, 249, 249, 1, 0, 255, 1, 1, 0, top left curve
sprite, 18, 7, 262, 7, 249, 249, 1, 0, 255, 1, 1, 0, top right curve
sprite, 19, 7, 6, 264, 249, 249, 1, 0, 255, 1, 1, 0, bottom left curve
sprite, 20, 7, 262, 264, 249, 249, 1, 0, 255, 1, 1, 0, bottom right curve
sprite, 21, 7, 518, 7, 63, 63, 1, 0, 255, 1, 1, 0, small grid profile hor
sprite, 22, 7, 516, 130, 63, 63, 1, 0, 255, 1, 1, 0, small grid profile vert
sprite, 23, 7, 589, 7, 263, 263, 1, 0, 255, 1, 1, 0, blue large highlight
sprite, 24, 7, 860, 7, 76, 76, 1, 0, 255, 1, 1, 0, blue small highlight

//horizontal pieces of track
sprite, 50, 9, 0, 0, 63, 63, 1, 0, 255, 1, 1, 0, hor ballast
sprite, 51, 9, 63, 0, 63, 63, 1, 0, 255, 1, 1, 0, hor ballast + ties
sprite, 52, 9, 127, 0, 63, 63, 1, 0, 255, 1, 1, 0, hor ballast + ties + rails

//vertical pieces of track
